store,network,sales_2025,share,cum_share
MAX ATACADO SJC,MAX ATACADO,0.0,0.0,1.0
MINUTO BARAO DE PENEDO 5023,GPA,0.0,0.0,1.0
CONFIANCA SOROCABA PONTE,CONFIANCA,0.0,0.0,1.0
MINUTO AV SAO JOAO SJC 5111,GPA,0.0,0.0,1.0
MAX ATACADO LAPA,MAX ATACADO,0.0,0.0,1.0
MINUTO AV GOV F COSTA 1530,GPA,0.0,0.0,1.0
RAPPI SP VILA PRUDENTE,RAPPI,0.0,0.0,1.0
MINUTO APUCARANA 1449,GPA,0.0,0.0,1.0
SUPERMERCADO MAURICIO STO ANTO,MAURICIO,0.0,0.0,1.0
MINUTO COTOVIA 6171,GPA,0.0,0.0,1.0
CASA DAS FRUTAS RP CENTRO,VAREJO,0.0,0.0,1.0
MINUTO CASSIANO RICARDO 6169,GPA,0.0,0.0,1.0
SUPERMERCADOS MIALICH 12,MIALICH,0.0,0.0,1.0
MINUTO C ALMEIDA-PERDIZES 2133,GPA,0.0,0.0,1.0
ROSSI VILA CRUZEIRO SP LJ 01,ROSSI,0.0,0.0,1.0
MINUTO BELA CINTRA III 1280,GPA,0.0,0.0,1.0
MERKATO,MERKATO,0.0,0.0,1.0
MINUTO FLORIANO PEIXOTO 5789,GPA,0.0,0.0,1.0
B32 COOP SJC MORUMBI 28,BENASSI,0.0,0.0,1.0
MINUTO ESTACIO DE SA 1463,GPA,0.0,0.0,1.0
MERCADO E PADARIA CIZI LJ 02,MERCADO CIZI,0.0,0.0,1.0
MINUTO DR TOMAS ALVES 1423,GPA,0.0,0.0,1.0
SUPERMERCADO X LJ12 VILABARROS,SUP X,0.0,0.0,1.0
MINUTO DIOGO DE FARIA 5058,GPA,0.0,0.0,1.0
MERCADINHO CASA SAO BENTO,MERCADINHO CASA SAO BENTO,0.0,0.0,1.0
MINUTO JOAO RIBEIRO 5074,GPA,0.0,0.0,1.0
CASA DAS FRUTAS,VAREJO,0.0,0.0,1.0
MINUTO ITAIM BIBI 5092,GPA,0.0,0.0,1.0
MUFFATTO MIRASSOL CD,MUFFATO,0.0,0.0,1.0
MINUTO HUMBERTO I 1489,GPA,0.0,0.0,1.0
ROSSI GUARULHOS LJ 16,ROSSI,0.0,0.0,1.0
MINUTO GUARULHOS 5137,GPA,0.0,0.0,1.0
MUFFATO GOURMET SJRP 1108,MUFFATO,0.0,0.0,1.0
MINUTO MARECHAL MALLET 5142,GPA,0.0,0.0,1.0
EMPORIO SANTA MARIA SP,ST MARCHE,0.0,0.0,1.0
MINUTO LORENA 1519,GPA,0.0,0.0,1.0
MONTE SERRAT LJ 04,MONTE SERRAT,0.0,0.0,1.0
MINUTO LEAIS PAULI-IPIRANGA110,GPA,0.0,0.0,1.0
ROSSI FERRAZ VASCONCELOS LJ02,ROSSI,0.0,0.0,1.0
MINUTO JOSE H M TEIXEIRA 1485,GPA,0.0,0.0,1.0
MINI M&G DOM BOSCO,MINI DOM BOSCO,0.0,0.0,1.0
MINUTO MPA PANTOJO 708,GPA,0.0,0.0,1.0
B56 COOP CARIJOS STO ANDRE,BENASSI,0.0,0.0,1.0
MINUTO MPA ESMERALDA 661,GPA,0.0,0.0,1.0
ROSSI CAMARGO NOVO LJ10,ROSSI,0.0,0.0,1.0
MINUTO MPA BETHA VILLE 6727,GPA,0.0,0.0,1.0
XAVIER EXPRESS,XAVIER,0.0,0.0,1.0
MINUTO MESOPOTAMIA-COTIA 2181,GPA,0.0,0.0,1.0
NATURAL DA TERRA IPIRANGA SP,NATURAL DA TERRA,0.0,0.0,1.0
MINUTO PAO ALAMEDA BARROS 4993,GPA,0.0,0.0,1.0
BON NETTO STP,BON NETTO,0.0,0.0,1.0
MINUTO PAIM 502,GPA,0.0,0.0,1.0
NATURAL DA TERRA BROOKLIM 04,NATURAL DA TERRA,0.0,0.0,1.0
MINUTO P. BARAO TRIUNFO 1437,GPA,0.0,0.0,1.0
SUPERMERCADO JARDIM PARAISO,SUP JD PARAISO,0.0,0.0,1.0
MINUTO NELSON GAMA 0714,GPA,0.0,0.0,1.0
MUSEU DA GULA RP BOULEVARD,MUSEU DA GULA,0.0,0.0,1.0
MINUTO PAO CORREGIO 5122,GPA,0.0,0.0,1.0
BIG AMERICANA,BIG,0.0,0.0,1.0
MINUTO PAO CD1 1158,GPA,0.0,0.0,1.0
NATURAL DA TERRA SP TATUAPE,NATURAL DA TERRA,0.0,0.0,1.0
MINUTO PAO AZEVEDO SODRE 1431,GPA,0.0,0.0,1.0
SAMS CLUB BAURU,SAMS CLUB,0.0,0.0,1.0
NATURAL DA TERRA SAO CAETANO,NATURAL DA TERRA,0.0,0.0,1.0
NATURAL DA TERRA SAO BERNARDO,NATURAL DA TERRA,0.0,0.0,1.0
NATURAL DA TERRA SANTOS SP 09,NATURAL DA TERRA,0.0,0.0,1.0
VILLA SIMPATIA S. MIGUEL PINDA,VILLA REAL,0.0,0.0,1.0
MINUTO PAO FIDENCIO 5425,GPA,0.0,0.0,1.0
NATURAL DA TERRA PARAISO 08,NATURAL DA TERRA,0.0,0.0,1.0
MINUTO PAO ECA DE QUEIROZ 706,GPA,0.0,0.0,1.0
OBA SP NOVA CANTAREIRA,OBA,0.0,0.0,1.0
MINUTO PAO DR ALCEU 5046,GPA,0.0,0.0,1.0
NATURAL DA TERRA MIRANDOPOLIS,NATURAL DA TERRA,0.0,0.0,1.0
NATURAL DA TERRA MIRANDOPOL 12,NATURAL DA TERRA,0.0,0.0,1.0
CARREFOUR SP VILA ANDRADE MPJ,CARREFOUR,0.0,0.0,1.0
MINUTO PAO MESQUITA SAMP 5238,GPA,0.0,0.0,1.0
VAREJAO PASSARINHO ARARAQUA II,VAREJAO PASSARINHO,0.0,0.0,1.0
MINUTO PAO MARACATINS 5090,GPA,0.0,0.0,1.0
ASSAI 63 RP PQ ROTATORIA,ASSAI,0.0,0.0,1.0
MINUTO PAO JOAO MOURA 5077,GPA,0.0,0.0,1.0
NATURAL DA TERRA VL OLIMPIA 18,NATURAL DA TERRA,0.0,0.0,1.0
MINUTO PAO SP VL CRUZEIRO 5856,GPA,0.0,0.0,1.0
CARREFOUR VINHEDO CVN,CARREFOUR,0.0,0.0,1.0
NATURAL DA TERRA VL MARIANA 15,NATURAL DA TERRA,0.0,0.0,1.0
NATURAL DA TERRA VILA OLIMPIA,NATURAL DA TERRA,0.0,0.0,1.0
MINUTO PAO PELLEG VL NOVA 5106,GPA,0.0,0.0,1.0
SUPER CITY NOBRE,SUPER CITY,0.0,0.0,1.0
MINUTO PAO PAIQUERE 7517,GPA,0.0,0.0,1.0
SAN MICHEL AGUAI,SAN MICHEL,0.0,0.0,1.0
MINUTO PINHEIRO GUIMARAES 6170,GPA,0.0,0.0,1.0
CARREFOUR SP SAO BERNARDO CSB,CARREFOUR,0.0,0.0,1.0
MINUTO PAULA NEY 5755,GPA,0.0,0.0,1.0
SAMS CLUB SP VILA LEOPOLDINA,BIG,0.0,0.0,1.0
MINUTO PAO VILA MARIANA 5143,GPA,0.0,0.0,1.0
CARREFOUR AV TABOAO SBP,CARREFOUR,0.0,0.0,1.0
MINUTO PAO ULISSES CRUZ 5020,GPA,0.0,0.0,1.0
OBA CPS CAMBUI 02,OBA,0.0,0.0,1.0
MINUTO SP BELMONTE 5078,GPA,0.0,0.0,1.0
CERCADAO VALO VELHO LJ 04,CERCADAO,0.0,0.0,1.0
MINUTO SAPUCAIA II 709,GPA,0.0,0.0,1.0
OBA CD,OBA,0.0,0.0,1.0
MINUTO RIO NEGRO BARUERI 725,GPA,0.0,0.0,1.0
SAO VICENTE SBO 04,SAO VICENTE,0.0,0.0,1.0
MINUTO PRACA BRUXELAS 702,GPA,0.0,0.0,1.0
UNIAO BRAGANCA 07,UNIAO,0.0,0.0,1.0
MME AMERICO SALVADOR 2211,GPA,0.0,0.0,1.0
SAVEGNAGO CAMPINAS 65,SAVEGNAGO,0.0,0.0,1.0
MINUTO XI DE JUNHO 5138,GPA,0.0,0.0,1.0
OBA RIBEIRAO PRETO,OBA,0.0,0.0,1.0
MINUTO VERGUEIRO 5786,GPA,0.0,0.0,1.0
SAO VICENTE AMERICANA 02,SAO VICENTE,0.0,0.0,1.0
MINUTO THERA FARIA LIMA 6196,GPA,0.0,0.0,1.0
SAO VICENTE AMERICANA 01,SAO VICENTE,0.0,0.0,1.0
MME COELHO RIO PEQ 2092,GPA,0.0,0.0,1.0
POUPE REAL LJ 01,POUPE REAL,0.0,0.0,1.0
MME CANTIDIO SAMPAIO 2177,GPA,0.0,0.0,1.0
OBA ITATIBA,OBA,0.0,0.0,1.0
MME BOM PASTOR 2093,GPA,0.0,0.0,1.0
TOPAZIO SHOPPING SPAZIO,TOPAZIO,0.0,0.0,1.0
MME AURORA 1537,GPA,0.0,0.0,1.0
OBA CPS TAQUARAL,OBA,0.0,0.0,1.0
MME MORUMBI 2047,GPA,0.0,0.0,1.0
PAGUE MENOS SUMARE LJ 08,PAGUE MENOS,0.0,0.0,1.0
MME LARGO DO AROUCHE 2003,GPA,0.0,0.0,1.0
OBA SP ITAIM BIBI,OBA,0.0,0.0,1.0
MME GIOVANNI BATISTA 2216,GPA,0.0,0.0,1.0
SAN MICHEL POCOS DE CALDAS 12,SAN MICHEL,0.0,0.0,1.0
MME ERNESTA PELOSINI 5036,GPA,0.0,0.0,1.0
OBA SP ANGELICA,OBA,0.0,0.0,1.0
MME SANTO ANTONIO 5083,GPA,0.0,0.0,1.0
MME RIO PEQUENO 2031,GPA,0.0,0.0,1.0
OBA SOROCABA PONTE,OBA,0.0,0.0,1.0
MME PRACA 22 DE JAN 1160,GPA,0.0,0.0,1.0
SHOPPER RP NOVA RIBEIRANIA,SHOPPER,0.0,0.0,1.0
MME P ANTONIO ITAIM 2034,GPA,0.0,0.0,1.0
OBA SANTOS,OBA,0.0,0.0,1.0
OBA SANTO ANDRE,OBA,0.0,0.0,1.0
COOP SAO CAETANO  01,COOP,0.0,0.0,1.0
PA  ARAPANES 1167,GPA,0.0,0.0,1.0
B14 COOP PIRACICABA VOLLET 32,BENASSI,0.0,0.0,1.0
ALMA JULIA SUPERMERCATO,ALMA JULIA,0.0,0.0,1.0
SAO VICENTE SBO 07,SAO VICENTE,0.0,0.0,1.0
SUPERMERCADO VIOLETA LJ 02,VIOLETA,0.0,0.0,1.0
VILA DAS FRUTAS TURMALINA,VILA DAS FRUTAS,0.0,0.0,1.0
ASSAI 121 SJC,ASSAI,0.0,0.0,1.0
SUPERMERCADO PRECITO,PRECITO,0.0,0.0,1.0
ASSAI 14 RP PQ INDUSTRIAL,ASSAI,0.0,0.0,1.0
B21 COOP PERIMETRAL STO ANDRE,BENASSI,0.0,0.0,1.0
ASSAI 39 CPS AMOREIRAS,ASSAI,0.0,0.0,1.0
PA ITAPURA 2465,GPA,0.0,0.0,1.0
BARBOSA LJ 44 JANDIRA,BARBOSA,0.0,0.0,1.0
SAO VICENTE NOVA ODESSA 19,SAO VICENTE,0.0,0.0,1.0
BARBOSA LJ 33 OSASCO CONCEICAO,BARBOSA,0.0,0.0,1.0
PA SALTO 507,GPA,0.0,0.0,1.0
LICHIA SP,BENAFRUTI,0.0,0.0,1.0
PA CD4,GPA,0.0,0.0,1.0
BARRACAO PEDERNEIRAS LJ 08,BARRACAO,0.0,0.0,1.0
CARREFOUR JACU PESSEGO SPE,CARREFOUR,0.0,0.0,1.0
B20 COOP QUEIROS STO ANDRE,BENASSI,0.0,0.0,1.0
EMPORIO RODRIGUES MANAUS,OUTRAS REGIOES,0.0,0.0,1.0
B13 COOP SJC NOVO HORIZONTE 33,BENASSI,0.0,0.0,1.0
COOP SJC NOVO HORIZONTE 33,COOP,0.0,0.0,1.0
B35 COOP RIBERIAO PIRES,BENASSI,0.0,0.0,1.0
PA FRESH IRAI 1475,GPA,0.0,0.0,1.0
B28 COOP SOROCABA ITAVUVU,BENASSI,0.0,0.0,1.0
SAO VICENTE BARUERI 25,SAO VICENTE,0.0,0.0,1.0
B5 COOP JOAQUIM NABUCO,BENASSI,0.0,0.0,1.0
PA CPS HIPICA 0412,GPA,0.0,0.0,1.0
B42 COOP DIADEMA 02,BENASSI,0.0,0.0,1.0
SUPERMERCADO ALVORADA IRMAOS S,ALVORADA,0.0,0.0,1.0
BERTON SUPERMERCADO,BERTON,0.0,0.0,1.0
PAGUE MENOS INDAIATUBA LOJA 47,PAGUE MENOS,0.0,0.0,1.0
B57 COOP VILA LUZITA,BENASSI,0.0,0.0,1.0
PAGUE MENOS PARQUE PRADO LJ 26,PAGUE MENOS,0.0,0.0,1.0
BIG TAMBORE SP 1005,BIG,0.0,0.0,1.0
BOA SOROCABA 24 DOM OLIVIO,BOA,0.0,0.0,1.0
PAGUE MENOS PAULINIA,PAGUE MENOS,0.0,0.0,1.0
CARREFOUR SP REBOUCAS ERB,CARREFOUR,0.0,0.0,1.0
BOA FRANCISCO MORATO 10,BOA,0.0,0.0,1.0
PADARIA REAL SOROCABA CAMPOLIM,PADARIA REAL,0.0,0.0,1.0
PADARIA ROMANA CPS ALPHAVILLE,PADARIA ROMANA,0.0,0.0,1.0
CARREFOUR CPS CAMBUI 6220,CARREFOUR,0.0,0.0,1.0
BOA PAULINIA 23,BOA,0.0,0.0,1.0
SERV BEM LIMEIRA LJ02,SERV BEM,0.0,0.0,1.0
BOA JUNDIAI 11,BOA,0.0,0.0,1.0
CARREFOUR SP OSASCO HOS,CARREFOUR,0.0,0.0,1.0
BOUTIQUE DE CARNE MANAUS,BOUTIQUE MANAUS,0.0,0.0,1.0
PA PIRACICABA PAULISTA 6767,GPA,0.0,0.0,1.0
SUPERMERCADOS BOMMIX SALTO,BOMMIX,0.0,0.0,1.0
B24 CHAMA SP ARICANDUVA,BENASSI,0.0,0.0,1.0
CALEGARIS CAMPINAS 03,CALEGARIS,0.0,0.0,1.0
PAGUE MENOS PIRACICABA LJ 22,PAGUE MENOS,0.0,0.0,1.0
CABRAL SUPERMERCADO 01,CABRAL,0.0,0.0,1.0
GT6 SP CAMBUCI,GT6,0.0,0.0,1.0
PA CD6 SP 913,GPA,0.0,0.0,1.0
PA S.J.CAMPOS SHOPPING 1234,GPA,0.0,0.0,1.0
CARREFOUR CASA VERDE BCV,CARREFOUR,0.0,0.0,1.0
PAGUE MENOS LOJA 45,PAGUE MENOS,0.0,0.0,1.0
CARREFOUR RP CRB,CARREFOUR,0.0,0.0,1.0
ST MARCHE SP CAPOTE VALENTE,ST MARCHE,0.0,0.0,1.0
CARREFOUR JUNDIA JDI,CARREFOUR,0.0,0.0,1.0
PA FRESH MONCOES 0717,GPA,0.0,0.0,1.0
CARREFOUR SP ARICANDUVA SPR,CARREFOUR,0.0,0.0,1.0
VARANDA SP INDIANOPOLIS,VARANDA,0.0,0.0,1.0
CARREFOUR SJ CAMPOS SJC,CARREFOUR,0.0,0.0,1.0
B41 COOP GIOVANNI PIRELI,BENASSI,0.0,0.0,1.0
CARREFOUR SP MORUMBI CMO,CARREFOUR,0.0,0.0,1.0
PA SAO BERNARDO FILOMENA 2462,GPA,0.0,0.0,1.0
CARREFOUR SP TIETE (SPT),CARREFOUR,0.0,0.0,1.0
PONTO NOVO LOJA 2,PONTO NOVO,0.0,0.0,1.0
CARREFOUR SP SAO BERNARDO 1422,CARREFOUR,0.0,0.0,1.0
MADRID SP HIGIENOPOLIS 01,BENAFRUTI,0.0,0.0,1.0
CASA VERDE 01,CASA VERDE,0.0,0.0,1.0
ASSAI 130 TAUBATE,ASSAI,0.0,0.0,1.0
PA STO ANDRE 1338,GPA,0.0,0.0,1.0
PA SP N. SRA.SABARA 1397,GPA,0.0,0.0,1.0
CERCADAO PQ FERNANDA LJ 07,CERCADAO,0.0,0.0,1.0
SAVEGNAGO RIO CLARO 45,SAVEGNAGO,0.0,0.0,1.0
CENOURAO RP 07,CENOURAO,0.0,0.0,1.0
UNIAO SERV AVENIDA,VAREJO,0.0,0.0,1.0
CONVEM ATIBAIA,CONVEM,0.0,0.0,1.0
PORECATU SJRP LJ10,PORECATU,0.0,0.0,1.0
CHAMA LJ 16,CHAMA,0.0,0.0,1.0
PORECATU SJRP LJ08,PORECATU,0.0,0.0,1.0
COOP SJC SANTANA 27,COOP,0.0,0.0,1.0
CARREFOUR SP PAMPLONA EPL,CARREFOUR,0.0,0.0,1.0
COOP JOAQUIM NABUCO 05,COOP,0.0,0.0,1.0
GT6 SP BUTANTA,GT6,0.0,0.0,1.0
GT6 SP BARRA FUNDA,GT6,0.0,0.0,1.0
SOL HORTCENTER,PONTO NOVO,0.0,0.0,1.0
ASSAI 21 LIMEIRA,ASSAI,0.0,0.0,1.0
GT6 GUARULHOS CIDADE MAIA,GT6,0.0,0.0,1.0
BARATAO DA CARNE BARREIRA FL04,BARATAO MANAUS,0.0,0.0,1.0
VAREJAO DA QUALIDADE,VAJ. QUALIDADE,0.0,0.0,1.0
COVABRA CD,COVABRA,0.0,0.0,1.0
GT6 SP VILA MEDEIROS,GT6,0.0,0.0,1.0
COVABRA 23 LIMEIRA,COVABRA,0.0,0.0,1.0
ARIEL LOJA 04,ARIEL,0.0,0.0,1.0
LAVAPES CONCHAL,CUBATAO,0.0,0.0,1.0
GT6 SP PINHEIROS,GT6,0.0,0.0,1.0
CUBATAO ES DO PINHAL,CUBATAO,0.0,0.0,1.0
B12 COOP SJC MORUMBI 28,BENASSI,0.0,0.0,1.0
SPASSO SABORES SJBV,CUBATAO,0.0,0.0,1.0
POUPE BEM AMPARO LJ05,GUARANI,0.0,0.0,1.0
SPASSO SABORES AMPARO,CUBATAO,0.0,0.0,1.0
B49 COOP JOAQUIM NABUCO,BENASSI,0.0,0.0,1.0
DAKI JABAQUARA SP,DAKI,0.0,0.0,1.0
IFOOD SP SAUDE,GT6,0.0,0.0,1.0
DAKI CD MOOCA,DAKI,0.0,0.0,1.0
SAVEGNAGO CPS 59,SAVEGNAGO,0.0,0.0,1.0
DAKI SP BROOKLIN,DAKI,0.0,0.0,1.0
RAPPI CPS IGUATEMI,RAPPI,0.0,0.0,1.0
DAKI PINHEIROS SP,DAKI,0.0,0.0,1.0
B9 COOP GIOVANNI PIRELI,BENASSI,0.0,0.0,1.0
DAKI SP SANTA CECILIA,DAKI,0.0,0.0,1.0
HORTIFRUTI BOVERO SP,H. BOVERO,0.0,0.0,1.0
DAKI SP LAPA,DAKI,0.0,0.0,1.0
GT6 SP PERDIZES,GT6,0.0,0.0,1.0
DAKI TUCURUVI SP,DAKI,0.0,0.0,1.0
ASSAI 303 SOROCABA STA ROSALIA,ASSAI,0.0,0.0,1.0
DAKI SP VILA LEOPOLDINA,DAKI,0.0,0.0,1.0
SAVEGNAGO RP 28,SAVEGNAGO,0.0,0.0,1.0
VIZINHO SANTA BARBARA D OESTE,QUALYMAIS,0.0,0.0,1.0
HIROTA GRANJA VIANA 12 SP,HIROTA,0.0,0.0,1.0
JAU SERV RP LOJA 39,JAU SERV,0.0,0.0,1.0
ARMAZEM CONFIANCA SP,ARMAZEM CONFIANCA,0.0,0.0,1.0
DE MARCHI  LJ 05,DE MARCHI,0.0,0.0,1.0
HORTIFRUTI MAIS SJBV,HORTIFRUTI MAIS,0.0,0.0,1.0
DB MANAUS 16,DB,0.0,0.0,1.0
SERRA AZUL 01,SERRA AZUL,0.0,0.0,1.0
DELTA SALTO,DELTA,0.0,0.0,1.0
RAPPI SAO BERNARDO,RAPPI,0.0,0.0,1.0
DELTA CERQUILHOS,DELTA,0.0,0.0,1.0
PERALTA 36 JUNDIAI,PAULISTAO,0.0,0.0,1.0
JOANIN SBC ST LUZIA 14,JOANIN,0.0,0.0,1.0
JOANIN SBC ALVARENGA17,JOANIN,0.0,0.0,1.0
EMPORIO VILA BORGHESE LJ 01,EMP VILA BURGHESE,0.0,0.0,1.0
RAPPI JABAQUARA,RAPPI,0.0,0.0,1.0
EMPORIO SAO PEDRO,EMPORIO SAO PEDRO,0.0,0.0,1.0
SEMPRE VALE PAULINIA 33,SEMPRE VALE,0.0,0.0,1.0
EMPORIO TORIAMA SP,EMP. TORIAMA,0.0,0.0,1.0
B52 COOP PERIMETRAL STO ANDRE,BENASSI,0.0,0.0,1.0
JOANIN SP VL ALPINA 04,JOANIN,0.0,0.0,1.0
JOANIN SP MAUA 15,JOANIN,0.0,0.0,1.0
EMPORIUM SAO PAULO MARACATINS,EMPORIUM SAO PAULO,0.0,0.0,1.0
RAPPI SP JARDIM DAS ACACIAS,RAPPI,0.0,0.0,1.0
FITIBITE,FITIBITE,0.0,0.0,1.0
JOANIN SCS FUNDACAO 22,JOANIN,0.0,0.0,1.0
SUPERMERCADO EVA IMIGRANTES,EVA,0.0,0.0,1.0
BOA JUNDIAI 29 JD SHOP,BOA,0.0,0.0,1.0
FORTE MIX MARINO LJ 03,FORTE MIX,0.0,0.0,1.0
LAVIDA ENCRUZILHADA LJ01,LAVIDA,0.0,0.0,1.0
FORTE MIX LJ 01,FORTE MIX,0.0,0.0,1.0
RAPPI SP BUTANTA,RAPPI,0.0,0.0,1.0
FLEX VALINHOS,FRUTTIMIX,0.0,0.0,1.0
KALIMERA LJ 09 JUNDIAI,KALIMERA,0.0,0.0,1.0
ASP SAO MARCOS,FRUTTIMIX,0.0,0.0,1.0
ASSAI 173 HORTOLANDIA,ASSAI,0.0,0.0,1.0
GOOD BOM CPS TAQUARAL,GOOD BOM,0.0,0.0,1.0
LOPES TRANQUILIDADE 03,LOPES,0.0,0.0,1.0
MIX VALI STP,FRUTTIMIX,0.0,0.0,1.0
RAPPI SP SANTANA,RAPPI,0.0,0.0,1.0
LIV UP SP SAUDE,LIV UP,0.0,0.0,1.0
LIMA SUPERMERCADOS,LIMA SUPERMERCADOS,0.0,0.0,1.0
GOOD BOM MOGI MIRIM 13,GOOD BOM,0.0,0.0,1.0
CARREFOUR SANTOS NEBIAS SAN,CARREFOUR,0.0,0.0,1.0
EXTRA MERCADO G JD. P 1821,GPA,0.0,0.0,1.0
MAMBO - LOJA REBOUCAS,MAMBO,0.0,0.0,1.0
EXTRA MERCADO CAMPO LIMPO 2410,GPA,0.0,0.0,1.0
VILA DAS FRUTAS CANARIO,VILA DAS FRUTAS,0.0,0.0,1.0
GIGA JUNDIAI,MAMBO,0.0,0.0,1.0
ROFATTO SUP. MOGI MIRIM,ROFATTO,0.0,0.0,1.0
EXTRA MERCADO JUNDIAI 5672,GPA,0.0,0.0,1.0
B58 CHAMA SANTO ANDRE LOJA 09,BENASSI,0.0,0.0,1.0
EXTRA RAPOSO TAVARES 2412,GPA,0.0,0.0,1.0
CERVEJARIA SAO JOAO HTD,VAREJO,0.0,0.0,1.0
EXTRA MERCADO SANTOS 5680,GPA,0.0,0.0,1.0
SUPERMERCADO VIOLETA LJ 01,VIOLETA,0.0,0.0,1.0
MINUTO ALAMEDA FRANCA 1445,GPA,0.0,0.0,1.0
MAX ATACADO TAUBATE,MAX ATACADO,0.0,0.0,1.0
EXTRA SOROCABA CAMPOLIM 1382,GPA,0.0,0.0,1.0
AGUIA ATACAREJO,GRUPO FAUNA,0.0,0.0,1.0
MINUTO AV PORTUGAL 162,GPA,0.0,0.0,1.0
MAX ATACADO GIOVANNI GRONCHI,MAX ATACADO,0.0,0.0,1.0
MINUTO APENINOS 1525,GPA,0.0,0.0,1.0
RAPPI SP VILA NOVA CONCEICAO,RAPPI,0.0,0.0,1.0
MINUTO CARAMURU 700,GPA,0.0,0.0,1.0
MEU MERCADO BAIRRO,MEU MERCADO,0.0,0.0,1.0
MINUTO BARATA RIBEIRO 4989,GPA,0.0,0.0,1.0
B4 COOP PEREIRA BARRETO STO AN,BENASSI,0.0,0.0,1.0
MINUTO E F NOBRE 1440,GPA,0.0,0.0,1.0
ROSSI OSASCO HELENA MARIA LJ11,ROSSI,0.0,0.0,1.0
MINUTO DIOGENES RIB LAPA 4945,GPA,0.0,0.0,1.0
ROSSI LJ 17,ROSSI,0.0,0.0,1.0
MINUTO IPIRANGA VERGUEIRO 5067,GPA,0.0,0.0,1.0
MUFFATO SJRP 1071 JK,MUFFATO,0.0,0.0,1.0
MINUTO GOV. PED DE TOLEDO 0729,GPA,0.0,0.0,1.0
B23 CHAMA SP TATUAPE 14,BENASSI,0.0,0.0,1.0
MINUTO LINO JARDIM 1419,GPA,0.0,0.0,1.0
MONALE SP SANTO AMARO,MONALE,0.0,0.0,1.0
MINUTO JOSE DOMINGUES 1156,GPA,0.0,0.0,1.0
ROSSI CARAPICUIBA LJ09,ROSSI,0.0,0.0,1.0
MINUTO MPA DIANA 707,GPA,0.0,0.0,1.0
SAMS CLUB PRESIDENTE PRUDENTE,SAMS CLUB,0.0,0.0,1.0
MINUTO MARQUES DE OLINDA 1421,GPA,0.0,0.0,1.0
ABELHA GULOSA CPS,ABELHA GULOSA,0.0,0.0,1.0
MINUTO PA-SEDE 2798,GPA,0.0,0.0,1.0
NATURAL DA TERRA BOA VISTA 03,NATURAL DA TERRA,0.0,0.0,1.0
MINUTO MPA TUCUNA 1465,GPA,0.0,0.0,1.0
CARREFOUR GIOVANI GRONCHI SPG,CARREFOUR,0.0,0.0,1.0
MINUTO PAO CAVOUR 4985,GPA,0.0,0.0,1.0
NATURAL DA TERRA SP ARAPANES,NATURAL DA TERRA,0.0,0.0,1.0
MINUTO PAO ANA COSTA 1453,GPA,0.0,0.0,1.0
CASA DELIZA NOVO,CASA DELIZA,0.0,0.0,1.0
MINUTO PAO EPTACIO PESSOA 5059,GPA,0.0,0.0,1.0
SACOLAO ASSUNCAO LT,SACOLAO ASSUNCAO,0.0,0.0,1.0
MINUTO PAO CRIST VIANA 1456,GPA,0.0,0.0,1.0
CARREFOUR SP CENTER NORTE ECN,CARREFOUR,0.0,0.0,1.0
MINUTO PAO MARKET PLACE 5121,GPA,0.0,0.0,1.0
B25 CHAMA SP MATILDE 03,BENASSI,0.0,0.0,1.0
MINUTO PAO JASMIM 5203,GPA,0.0,0.0,1.0
SUPER BODEGA LOJA 2 VERGUEIRO,SUPER BODEGA,0.0,0.0,1.0
MINUTO PAO RAMON URTIZA 5401,GPA,0.0,0.0,1.0
SAN MICHEL CD,SAN MICHEL,0.0,0.0,1.0
MINUTO PAO MUNIZ SOUZA 5126,GPA,0.0,0.0,1.0
SAMS CLUB TAMBORE,SAMS CLUB,0.0,0.0,1.0
MINUTO PASSO DA PATRIA 5718,GPA,0.0,0.0,1.0
VIKINGS,VIKINGS,0.0,0.0,1.0
MINUTO PAO SUSSUMU HIRATA 5861,GPA,0.0,0.0,1.0
SUPERMERCADO PRECITO 2,PRECITO,0.0,0.0,1.0
MINUTO SANTA CRUZ SAUDE 2212,GPA,0.0,0.0,1.0
SAMS CLUB SAO CAETANO DO SUL,SAMS CLUB,0.0,0.0,1.0
MINUTO PORTAL VILLE 1473,GPA,0.0,0.0,1.0
SAMS CLUB SANTO ANDRE,SAMS CLUB,0.0,0.0,1.0
MINUTO VICENCIA FARIA 1533,GPA,0.0,0.0,1.0
OBA PIRACICABA SHOPPING,OBA,0.0,0.0,1.0
MINUTO SWISS PARK II 1155,GPA,0.0,0.0,1.0
OBA SP PAMPLONA,OBA,0.0,0.0,1.0
MME BRIG LUIS ANTON 5029,GPA,0.0,0.0,1.0
OBA GRANJA VIANA COTIA,OBA,0.0,0.0,1.0
MME ATILIO PIFFER 1434,GPA,0.0,0.0,1.0
VILA DAS FRUTAS CERRO CORA,XAVIER,0.0,0.0,1.0
MME JD JAPAO II 0079,GPA,0.0,0.0,1.0
OBA SP CAMPO BELO,OBA,0.0,0.0,1.0
MME DIREITOS HUMANOS 5770,GPA,0.0,0.0,1.0
MME R DAS FIGUEIRAS 2089,GPA,0.0,0.0,1.0
OBA SJRP 02,OBA,0.0,0.0,1.0
MME NOVA CANTAREIRA 0188,GPA,0.0,0.0,1.0
