store,network,state,city,sales_2024,sales_2025,qty_2024,qty_2025,price_2025,sort_2025,growth_abs,growth_pct
ZARELLI SUPERMERCADOS LOJA 1,ZARELLI,SP,VALINHOS,0.0,0.0,0.0,0.0,,0,0.0,
MINUTO ALAM SANTOSC CESAR 5039,GPA,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
MAX ATACADO VILA NOVA,MAX ATACADO,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
MERCADO EXTRA BEBEDOURO 5683,GPA,SP,BEBEDOURO,0.0,0.0,0.0,0.0,,0,0.0,
CARREFOUR SANTOS BSP,CARREFOUR,SP,SANTOS,0.0,0.0,0.0,0.0,,0,0.0,
MAX ATACADO SOROCABA NORTE,MAX ATACADO,SP,SOROCABA,0.0,0.0,0.0,0.0,,0,0.0,
BELOFRUTO CPS HORTIFRUTI,BELOFRUTO,SP,CAMPINAS,0.0,0.0,0.0,0.0,,0,0.0,
EXTRA SP AEROPORTO 1337,GPA,SP,SAO PAULO,302.27,0.0,80.0,0.0,,0,-302.27,-1.0
OXAN ATACADISTA,OXAN,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
MINUTO BARAO DO BANANAL 726,GPA,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
MAX ATACADO SBC,MAX ATACADO,SP,SAO BERNARDO DO CAMPO,0.0,0.0,0.0,0.0,,0,0.0,
MINUTO BARAO DE CAMPOS G 1446,GPA,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
CHAMA LJ 03,CHAMA,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
MINUTO AV TIRADENTES GU 5137,GPA,SP,GUARULHOS,0.0,0.0,0.0,0.0,,0,0.0,
MAX ATACADO PIRACICABA,MAX ATACADO,SP,PIRACICABA,0.0,0.0,0.0,0.0,,0,0.0,
MINUTO AV PREST MAIA SBC 5869,GPA,SP,SAO BERNARDO DO CAMPO,0.0,0.0,0.0,0.0,,0,0.0,
RAPPI VALINHOS,RAPPI,SP,VALINHOS,0.0,0.0,0.0,0.0,,0,0.0,
MINUTO AV INDEPENDENCIA 5192,GPA,SP,PIRACICABA,0.0,0.0,0.0,0.0,,0,0.0,
MAX ATACADO GUARULHOS,MAX ATACADO,SP,GUARULHOS,0.0,0.0,0.0,0.0,,0,0.0,
MINUTO AV DOS PARQUES 1153,GPA,SP,SANTANA DE PARNAIBA,0.0,0.0,0.0,0.0,,0,0.0,
SUPERMERCADO X LJ15 ARICANDUVA,SUP X,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
MINUTO ARTUR PRADO 5056,GPA,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
MAX ATACADO CAMPINAS,MAX ATACADO,SP,CAMPINAS,0.0,0.0,0.0,0.0,,0,0.0,
MINUTO APINHEIRO STO AMAR 365,GPA,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
RAPPI SP VILA OLIMPIA,RAPPI,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
MINUTO DAMHA SAO CARLOS 5703,GPA,SP,SAO CARLOS,0.0,0.0,0.0,0.0,,0,0.0,
SUPERMERCADO MAURICIO JAGUARIU,MAURICIO,SP,JAGUARIUNA,0.0,0.0,0.0,0.0,,0,0.0,
MINUTO CONSELHEIRO ROD A 1478,GPA,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
VILA DAS FRUTAS ALA DOS GUATAS,VILA DAS FRUTAS,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
MINUTO CASTRO ALVES 5207,GPA,SP,SANTOS,0.0,0.0,0.0,0.0,,0,0.0,
MARINO AGUAI 01,MARINO,SP,AGUAI,0.0,0.0,0.0,0.0,,0,0.0,
MINUTO CARLOS GOMES 1528,GPA,SP,CAMPINAS,0.0,0.0,0.0,0.0,,0,0.0,
RAPPI SP VILA MORUMBI,RAPPI,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
MINUTO CANTAGALO 5760,GPA,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
SUPERMERCADO MIALICH RP,MIALICH,SP,RIBEIRAO PRETO,0.0,0.0,0.0,0.0,,0,0.0,
MINUTO BOSQUE DA SAUDE 1469,GPA,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
SUPERMERCADO X LJ14 MARIPORA,SUP X,SP,MAIRIPORA,0.0,0.0,0.0,0.0,,0,0.0,
MINUTO BEST CENTER SJC 5082,GPA,SP,SAO JOSE DOS CAMPOS,0.0,0.0,0.0,0.0,,0,0.0,
MERQUEO SP,MERQUEO,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
MINUTO BELA CINTRA 5706,GPA,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
ROSSI VILA CISPER SP LJ03,ROSSI,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
MINUTO GOLDEN SHOPPING SBC5124,GPA,SP,SAO BERNARDO DO CAMPO,0.0,0.0,0.0,0.0,,0,0.0,
MERCADO IPANEMA,MERCADO IPANEMA,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
MINUTO FARIA LIMA 6192,GPA,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
B27 COOP SOROCABA ARVORE GRAND,BENASSI,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
MINUTO F SILVA SOROCABA 5107,GPA,SP,SOROCABA,0.0,0.0,0.0,0.0,,0,0.0,
MERCATTO SAO BERNARDO DO CAMPO,MERCADO CIZI,SP,SAO BERNARDO DO CAMPO,0.0,0.0,0.0,0.0,,0,0.0,
MINUTO EST DAS LAGRIMAS 4999,GPA,SP,SAO CAETANO DO SUL,0.0,0.0,0.0,0.0,,0,0.0,
ROSSI OSASCO LJ12,ROSSI,SP,OSASCO,0.0,0.0,0.0,0.0,,0,0.0,
MINUTO DR.CARD M-V OLIMP 5418,GPA,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
MERCADO CANOA SP,MERCADO CANOA,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
MINUTO DR RENATO A MAIA 5032,GPA,SP,GUARULHOS,0.0,0.0,0.0,0.0,,0,0.0,
PA FRESH ARUJA 1471,GPA,SP,ARUJA,0.0,0.0,0.0,0.0,,0,0.0,
MINUTO DOM PAULO PEDROSA 5104,GPA,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
MERCADINHO CASA SAO BENTO GUAR,MERCADINHO CASA SAO BENTO,SP,GUARULHOS,0.0,0.0,0.0,0.0,,0,0.0,
MINUTO DIOGENES RIBEIRO 2042,GPA,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
ROSSI NEW SAPOPEMBA LJ 04,ROSSI,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
MINUTO JOAQUIM FLORIANO 4955,GPA,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
MERCADAO ATACADISTA MORUMBI 2,MERCADAO LJ,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
MINUTO JOAO CACHOEIRA 6714,GPA,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
WAL MART AMERICANA,BIG,SP,AMERICANA,0.0,0.0,0.0,0.0,,0,0.0,
MINUTO JACAREI 1424,GPA,SP,JACAREI,0.0,0.0,0.0,0.0,,0,0.0,
MAXIMUS SUPERMERCADO,MAXIMUS,SP,RIBEIRAO PRETO,0.0,0.0,0.0,0.0,,0,0.0,
MINUTO ITAHYE 1532,GPA,SP,SANTANA DE PARNAIBA,0.0,0.0,0.0,0.0,,0,0.0,
ROSSI JARDIM MARILU LJ15,ROSSI,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
MINUTO IBIRAJA 1450,GPA,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
MUFFATO SJRP DAMHA 1099,MUFFATO,SP,SAO JOSE DO RIO PRETO,0.0,0.0,0.0,0.0,,0,0.0,
MINUTO HF JOAO DIAS 374,GPA,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
SUPERMERCADO X LJ11 VILA HULDA,SUP X,SP,GUARULHOS,0.0,0.0,0.0,0.0,,0,0.0,
MINUTO GUILHERME CRIS 5699,GPA,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
MUFFATO POTIRANDABA SJRP 73,MUFFATO,SP,SAO JOSE DO RIO PRETO,0.0,0.0,0.0,0.0,,0,0.0,
MINUTO GUARUJA PERNAMBUCO 1436,GPA,SP,GUARUJA,0.0,0.0,0.0,0.0,,0,0.0,
ROSSI GUAIANAZES LJ19,ROSSI,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
MINUTO MARIA MONTEIRO 5015,GPA,SP,CAMPINAS,0.0,0.0,0.0,0.0,,0,0.0,
HORTIFRUTI MORATO EIRELI,MORATO,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
MINUTO MADRE CABRINI 1442,GPA,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
SAVEGNAGO CPS 43,SAVEGNAGO,SP,CAMPINAS,0.0,0.0,0.0,0.0,,0,0.0,
MINUTO LORENA II-JD PAUL 5858,GPA,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
MONTE SERRAT MEDEIROS 5,MONTE SERRAT,SP,JUNDIAI,0.0,0.0,0.0,0.0,,0,0.0,
MINUTO LINO JARDIM-S.A 2138,GPA,SP,SANTO ANDRE,0.0,0.0,0.0,0.0,,0,0.0,
ROSSI FRANCO DA ROCHA LJ13,ROSSI,SP,FRANCO DA ROCHA,0.0,0.0,0.0,0.0,,0,0.0,
MINUTO LEONARDO DA VINCI 6199,GPA,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
MONTE SERRAT CENTRO 1,MONTE SERRAT,SP,ITUPEVA,0.0,0.0,0.0,0.0,,0,0.0,
MINUTO LAURENT MARTINS 1439,GPA,SP,SAO JOSE DOS CAMPOS,0.0,0.0,0.0,0.0,,0,0.0,
SUPERMERCADO X LJ10 MACEDO,SUP X,SP,GUARULHOS,0.0,0.0,0.0,0.0,,0,0.0,
MINUTO JULIO CASSOLA 501,GPA,SP,VOTORANTIM,0.0,0.0,0.0,0.0,,0,0.0,
MONALE FOODS SP,MONALE,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
MINUTO JOSE GIORGI COTIA 2215,GPA,SP,COTIA,0.0,0.0,0.0,0.0,,0,0.0,
ROSSI FERRAZ II LJ 18,ROSSI,SP,FERRAZ DE VASCONCELOS,0.0,0.0,0.0,0.0,,0,0.0,
MINUTO MPA RONDON 5573,GPA,SP,GUARUJA,0.0,0.0,0.0,0.0,,0,0.0,
SUPERMERCADOS MIALICH LOJA 04,MIALICH,SP,RIBEIRAO PRETO,0.0,0.0,0.0,0.0,,0,0.0,
MINUTO MPA MINISTRO GODOI 5758,GPA,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
SERV BEM LIMEIRA LJ03,SERV BEM,SP,LIMEIRA,27197.19000000003,0.0,8745.0,0.0,,0,-27197.19000000003,-1.0
MINUTO MPA GRAJAU 371,GPA,SP,BARUERI,0.0,0.0,0.0,0.0,,0,0.0,
SUPERMERCADOS MIALICH CD,MIALICH,SP,RIBEIRAO PRETO,0.0,0.0,0.0,0.0,,0,0.0,
MINUTO MPA DIAS LEME 1476,GPA,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
ALLMEAT JUNDIAI,VAREJO,SP,JUNDIAI,310.40999999999997,0.0,88.0,0.0,,0,-310.40999999999997,-1.0
MINUTO MPA C VERGUEIRO 1210,GPA,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
NATURAL DA TERRA JD MARAJOA 10,NATURAL DA TERRA,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
MINUTO MPA ALPHAVILLE BSP 1197,GPA,SP,BARUERI,0.0,0.0,0.0,0.0,,0,0.0,
BARBOSA LJ 37 CARAPICUIBA,BARBOSA,SP,CARAPICUIBA,0.0,0.0,0.0,0.0,,0,0.0,
MINUTO MOGI DAS CRUZES 5762,GPA,SP,MOGI DAS CRUZES,0.0,0.0,0.0,0.0,,0,0.0,
NATURAL DA TERRA ITAIM BIBI 02,NATURAL DA TERRA,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
MINUTO MEACAO 0719,GPA,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
SUPERMERCADO X LJ04 CASA PEDRA,SUP X,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
MINUTO PAO ALAMEDA LORENA 5089,GPA,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
NATURAL DA TERRA IPIRANGA 11,NATURAL DA TERRA,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
MINUTO PAO AIMBERE 4991,GPA,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
SAVEGNAGO ARARAQUARA 42,SAVEGNAGO,SP,ARARAQUARA,0.0,0.0,0.0,0.0,,0,0.0,
MINUTO PAO A. ESTANISLAU 1438,GPA,SP,INDAIATUBA,0.0,0.0,0.0,0.0,,0,0.0,
NATURAL DA TERRA BROOKLIM 05,NATURAL DA TERRA,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
MINUTO PAES BARROS II 5101,GPA,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
SAMS CLUB INDAIATUBA,SAMS CLUB,SP,INDAIATUBA,0.0,0.0,0.0,0.0,,0,0.0,
MINUTO PA MARIO RIBEIRO 1430,GPA,SP,GUARUJA,0.0,0.0,0.0,0.0,,0,0.0,
SAMS CLUB GUARULHOS,SAMS CLUB,SP,GUARULHOS,0.0,0.0,0.0,0.0,,0,0.0,
MINUTO ORLA DA PRAIA 1150,GPA,SP,PRAIA GRANDE,0.0,0.0,0.0,0.0,,0,0.0,
VAREJAO PASSARINHO S CARLOS 02,VAREJAO PASSARINHO,SP,SAO CARLOS,0.0,0.0,0.0,0.0,,0,0.0,
MINUTO NHAMBIQUARAS 4958,GPA,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
NATURAL DA TERRA  ARAPANES 14,NATURAL DA TERRA,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
MINUTO NEBRASKA-BROOK PTA 5403,GPA,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
SAMS CLUB GRANJA VIANA,SAMS CLUB,SP,COTIA,0.0,0.0,0.0,0.0,,0,0.0,
SAMS CLUB D PEDRO CPS,SAMS CLUB,SP,CAMPINAS,0.0,0.0,0.0,0.0,,0,0.0,
CARREFOUR INDAIATUBA CIN,CARREFOUR,SP,INDAIATUBA,0.0,0.0,0.0,0.0,,0,0.0,
MINUTO PAO CLODOMIRO AM 1461,GPA,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
CARREFOUR SP PENHA SPH,CARREFOUR,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
MINUTO PAO CERRO CORA 8190,GPA,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
MUSEU DA GULA CAMPINAS,MUSEU DA GULA,SP,CAMPINAS,0.0,0.0,0.0,0.0,,0,0.0,
MINUTO PAO CAYWAA 1159,GPA,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
SAMS CLUB BOM RETIRO SP,SAMS CLUB,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
MINUTO PAO CARLOS WEBER 2039,GPA,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
NATURAL DA TERRA SP SANTANA,NATURAL DA TERRA,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
MINUTO PAO AV PAULISTA 6445,GPA,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
SUPERMERCADO BIAZOTO 02,SUP BIAZOTO,SP,ESPIRITO SANTO DO PINHAL,0.0,0.0,0.0,0.0,,0,0.0,
MINUTO PAO ARARAQUARA 5712,GPA,SP,ARARAQUARA,0.0,0.0,0.0,0.0,,0,0.0,
SAMS CLUB AMERICANA,SAMS CLUB,SP,AMERICANA,0.0,0.0,0.0,0.0,,0,0.0,
MINUTO PAO APARAJU MOOCA 5421,GPA,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
CARREFOUR SP ALPHAVILLE CSA,CARREFOUR,SP,SANTANA DE PARNAIBA,0.0,0.0,0.0,0.0,,0,0.0,
MINUTO PAO INDIANOPOLIS 5763,GPA,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
SAMS CLUB -   LOJA JABAQUARA,SAMS CLUB,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
MINUTO PAO HELENA 7518,GPA,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
CERCADAO XV DE NOVEMBRO LJ 08,CERCADAO,SP,ITAPECERICA DA SERRA,0.0,0.0,0.0,0.0,,0,0.0,
MINUTO PAO GENERAL RONDON 1454,GPA,SP,GUARUJA,0.0,0.0,0.0,0.0,,0,0.0,
NATURAL DA TERRA S BERNARDO 17,NATURAL DA TERRA,SP,SAO BERNARDO DO CAMPO,0.0,0.0,0.0,0.0,,0,0.0,
MINUTO PAO EUCLYDES CUNHA 2506,GPA,SP,SANTOS,0.0,0.0,0.0,0.0,,0,0.0,
SAFRA CABREUVA,SAFRA,SP,CABREUVA,0.0,0.0,0.0,0.0,,0,0.0,
MINUTO PAO ELI GUILHERME 5919,GPA,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
SUPERMERCADO BIAZOTO,SUP BIAZOTO,SP,ESPIRITO SANTO DO PINHAL,0.0,0.0,0.0,0.0,,0,0.0,
MINUTO PAO E JOAO TASCA 1460,GPA,SP,VINHEDO,0.0,0.0,0.0,0.0,,0,0.0,
FRUT CITY SJC,VAREJO,SP,SAO JOSE DOS CAMPOS,0.0,0.0,0.0,0.0,,0,0.0,
MINUTO PAO DR FLAQUER 5097,GPA,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
NATURAL DA TERRA NHAMBI 07,NATURAL DA TERRA,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
MINUTO PAO DR ALBUQ LINS 5399,GPA,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
SACOLAO DO CAMPO SCS - INATIVO,SACOLAO,SP,SAO CAETANO DO SUL,0.0,0.0,0.0,0.0,,0,0.0,
MINUTO PAO MPA ASSAI 6298,GPA,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
MINI MERCADO JOAO DOMINGOS SCS,SACOLAO,SP,SAO CAETANO DO SUL,0.0,0.0,0.0,0.0,,0,0.0,
NATURAL DA TERRA LEVE SP,NATURAL DA TERRA,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
CERCADAO CAMPO LIMPO LJ 03,CERCADAO,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
MINUTO PAO MOOCA 2045,GPA,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
NATURAL DA TERRA LAPA SP,NATURAL DA TERRA,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
MINUTO PAO MASCOTE IIV 5130,GPA,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
PA LIMEIRA 5171,GPA,SP,LIMEIRA,0.0,0.0,0.0,0.0,,0,0.0,
MINUTO PAO MARIA CAROLINA 5205,GPA,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
NOSSO HORTI FRUTI LOJA 02,NOSSO,SP,SANTOS,0.0,0.0,0.0,0.0,,0,0.0,
NOSSO HORTI FRUTI LOJA 01,NOSSO,SP,SANTOS,0.0,0.0,0.0,0.0,,0,0.0,
PA SANTOS BARTOLOMEU 1758,GPA,SP,SANTOS,0.0,0.0,0.0,0.0,,0,0.0,
MINUTO PAO JOSE BONIFACIO 1536,GPA,SP,CAMPINAS,0.0,0.0,0.0,0.0,,0,0.0,
NOSSO HORTI FRUTI LJ 03 SANTOS,NOSSO,SP,SANTOS,0.0,0.0,0.0,0.0,,0,0.0,
MINUTO PAO JAUAPERI 1407,GPA,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
EXTREMO NORTE LOGISTICA LTDA,SUBWAY,SP,RIBEIRAO PRETO,0.0,0.0,0.0,0.0,,0,0.0,
MINUTO PAO SUMAREZINHO 5433,GPA,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
NATURAL DA TERRA VL MASCOTE 16,NATURAL DA TERRA,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
MINUTO PAO SP PAULISTANIA 5689,GPA,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
POUPE REAL LJ 02,POUPE REAL,SP,PAULINIA,0.0,0.0,0.0,0.0,,0,0.0,
MINUTO PAO SANTANA 5030,GPA,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
OBA SP VILA MASCOTE,OBA,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
MINUTO PAO REAL PARQUE 5864,GPA,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
CALEGARIS PAULINIA MATRIZ LJ01,CALEGARIS,SP,PAULINIA,0.0,0.0,0.0,0.0,,0,0.0,
MINUTO PAO R D PINHEIROS 2019,GPA,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
ST MARCHE SP VILA OLIMPIA,ST MARCHE,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
MINUTO PAO PEIXOTO GOMIDE 5397,GPA,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
SAVEGNAGO AMERICANA 57,SAVEGNAGO,SP,AMERICANA,0.0,0.0,0.0,0.0,,0,0.0,
MINUTO PAO PAMARIS 4952,GPA,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
NATURAL DA TERRA TATUAPE 13,NATURAL DA TERRA,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
MINUTO PAO PAES DE BARROS 5081,GPA,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
VARANDA SP SHOP CIDADE JARDINS,VARANDA,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
MINUTO PLATINA 723,GPA,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
NATURAL DA TERRA ST CECILIA 04,NATURAL DA TERRA,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
MINUTO PENA FORTE MENDES 5088,GPA,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
SAVEGNAGO RIO CLARO 46,SAVEGNAGO,SP,RIO CLARO,0.0,0.0,0.0,0.0,,0,0.0,
MINUTO PAULISTA SANTANDER 159,GPA,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
UNIAO BRAGANCA 11,UNIAO,SP,BRAGANCA PAULISTA,0.0,0.0,0.0,0.0,,0,0.0,
MINUTO PATRIOTAS-IPIRANGA 2095,GPA,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
B7 COOP MAUA,BENASSI,SP,MAUA,0.0,0.0,0.0,0.0,,0,0.0,
MINUTO PAO WASHINGTON LUIZ1472,GPA,SP,SANTOS,0.0,0.0,0.0,0.0,,0,0.0,
OBA CPS NOVA CAMPINAS,OBA,SP,CAMPINAS,0.0,0.0,0.0,0.0,,0,0.0,
MINUTO PAO VILA ANDRADE 701,GPA,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
CARREFOUR SP CACAPAVA CVA,CARREFOUR,SP,CACAPAVA,0.0,0.0,0.0,0.0,,0,0.0,
MINUTO PAO V MASCOTE 2083,GPA,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
SAMS CLUB SP MORUMBI,BIG,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
MINUTO PAO TONELEROS 2132,GPA,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
AGUA FRIA HORTIFRUTI SP,AGUA FRIA,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
MINUTO SP SANSAO ALVES II 721,GPA,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
SAMS CLUB SAO JOSE DOS CAMPOS,SAMS CLUB,SP,SAO JOSE DOS CAMPOS,0.0,0.0,0.0,0.0,,0,0.0,
MINUTO SOLON FERNANDES 704,GPA,SP,GUARULHOS,0.0,0.0,0.0,0.0,,0,0.0,
GT6 SP MOEMA,GT6,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
MINUTO SEDE BRIGADEIRO 2798,GPA,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
SAMS CLUB SAO JOSE DO RIO PTO,SAMS CLUB,SP,SAO JOSE DO RIO PRETO,0.0,0.0,0.0,0.0,,0,0.0,
MINUTO SAO CARLOS II 1428,GPA,SP,SAO CARLOS,0.0,0.0,0.0,0.0,,0,0.0,
ASSAI 354 SJC,ASSAI,SP,SAO JOSE DOS CAMPOS,0.0,0.0,0.0,0.0,,0,0.0,
MINUTO RIO NEGRO-BARUERI 5398,GPA,SP,BARUERI,0.0,0.0,0.0,0.0,,0,0.0,
OBA BAURU,OBA,SP,BAURU,0.0,0.0,0.0,0.0,,0,0.0,
MINUTO REI ALBERTO STS 5430,GPA,SP,SANTOS,0.0,0.0,0.0,0.0,,0,0.0,
SAMS CLUB RIBEIRAO PRETO,BIG,SP,RIBEIRAO PRETO,0.0,0.0,0.0,0.0,,0,0.0,
MINUTO PRINCESA DOESTE 1524,GPA,SP,CAMPINAS,0.0,0.0,0.0,0.0,,0,0.0,
SAMS CLUB SAO BERNARDO DO CAMP,SAMS CLUB,SP,SAO BERNARDO DO CAMPO,0.0,0.0,0.0,0.0,,0,0.0,
MINUTO PQ CAMPOLIM 5701,GPA,SP,SOROCABA,0.0,0.0,0.0,0.0,,0,0.0,
B34 COOP VILA LUZITA,BENASSI,SP,MAUA,0.0,0.0,0.0,0.0,,0,0.0,
MME ATALIBA LEONEL 2209,GPA,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
NUTRICAR BRASIL ST PARNAIBA,NUTRICAR,SP,BARUERI,0.0,0.0,0.0,0.0,,0,0.0,
MME ALBERTO BYINGTON 5222,GPA,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
SERRA AZUL 03,SERRA AZUL,MG,ANDRADAS,0.0,0.0,0.0,0.0,,0,0.0,
MME AGUAS DE S PEDRO 5021,GPA,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
OBA RP SANTA URSULA RUA,OBA,SP,RIBEIRAO PRETO,0.0,0.0,0.0,0.0,,0,0.0,
MINUTO VITORIA REGIA 5068,GPA,SP,SANTO ANDRE,0.0,0.0,0.0,0.0,,0,0.0,
SAMS CLUB RADIAL SP,SAMS CLUB,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
MINUTO VERGUEIRO VL MAR 4951,GPA,SP,SAO PAULO,0.0,0.0,0.0,0.0,,0,0.0,
OBA PRESIDENTE JUCELINO SJRP,OBA,SP,SAO JOSE DO RIO PRETO,0.0,0.0,0.0,0.0,,0,0.0,
